label,ID,Source,Year,date,ESR number,Clades,Clades_B,tetA,other_AMR_genes,IncF,mobilisable_plasmids,other_conjugative,line
SBV233_plate03|2019.5397260274,SBV233,Bovine,2019,17/07/2019,19ER2690,C,H,0,0,1,1,0,1
SBV234_plate05|2019.55342465753,SBV234,Bovine,2019,22/07/2019,19ER2815,C,H,0,0,1,1,0,1
SBV235_plate05|2019.42739726027,SBV235,Bovine,2019,6/06/2019,19ER2959,C,H,0,0,1,1,0,1
SBV236_plate03|2019.61369863014,SBV236,Bovine,2019,13/08/2019,19ER3123,C,H,0,0,1,1,0,1
SBV237_plate03|2019.61917808219,SBV237,Avian,2019,15/08/2019,19ER3175,B,E,0,0,1,1,0,1
SBV238_plate03|2019.84383561644,SBV238,Bovine,2019,5/11/2019,19ER4585,C,H,0,0,1,1,0,1
SBV239_plate03|2019.15068493151,SBV239,Canine,2019,25/02/2019,19ER1078,C,H,0,0,1,1,0,1
SBV240_plate05|2019.69863013699,SBV240,Bovine,2019,13/09/2019,19ER3743,C,H,0,0,1,1,0,1
SBV241_plate03|2019.72328767123,SBV241,Bovine,2019,22/09/2019,19ER3881,B,E,0,0,1,1,0,1
SBV242_plate03|2019.74794520548,SBV242,Bovine,2019,1/10/2019,19ER4076,C,H,0,0,1,2,0,1
SBV243_plate03|2019.78356164384,SBV243,Bovine,2019,14/10/2019,19ER4190,C,H,0,0,1,1,0,1
SBV244_plate03|2019.82739726027,SBV244,Bovine,2019,30/10/2019,19ER4538,C,H,1,0,1,1,1,1
SBV245_plate03|2019.84657534247,SBV245,Bovine,2019,6/11/2019,19ER4576,B,F,1,0,1,1,1,1
SBV246_plate03|2019.42739726027,SBV246,Bovine,2019,6/06/2019,19ER1794,B,E,0,0,1,1,0,1
SBV247_plate03|2019.99452054795,SBV247,Human,2020,30/12/2019,20ER0152,C,H,0,0,1,1,0,1
SBV249_plate03|2020.07650273224,SBV249,Human,2020,29/01/2020,20ER0468,B,G,0,0,1,1,0,1
SBV251_plate03|2020.15027322404,SBV251,Human,2020,25/02/2020,20ER0802,C,H,0,0,1,1,0,1
SBV252_plate03|2020.17759562842,SBV252,Human,2020,6/03/2020,20ER0943,B,F,1,0,1,1,1,1
SBV253_plate03|2020.31420765027,SBV253,Human,2020,25/04/2020,20ER1317,C,H,0,0,1,1,0,1
SBV254_plate03|2020.42896174863,SBV254,Human,2020,6/06/2020,20ER1325,A,C,0,0,1,0,0,1
SBV255_plate03|2020.43442622951,SBV255,Human,2020,8/06/2020,20ER1679,C,H,0,0,1,1,0,1
SBV256_plate03|2020.59836065574,SBV256,Human,2020,7/08/2020,20ER2330,C,H,0,0,1,2,0,1
SBV257_plate05|2019.42739726027,SBV257,Bovine,2019,6/06/2019,19ER2842,C,H,0,0,1,1,0,1
SBV258_plate03|2020.75136612022,SBV258,Human,2020,2/10/2020,20ER3216,C,H,0,0,1,1,0,1
SBV259_plate03|2020.76229508197,SBV259,Human,2020,6/10/2020,20ER3270,C,H,0,0,1,1,0,1
SBV260_plate03|2020.74316939891,SBV260,Human,2020,29/09/2020,20ER3518,C,H,0,0,1,1,0,1
SBV261_plate03|2020.85245901639,SBV261,Human,2020,8/11/2020,20ER3713,C,H,0,0,1,1,0,1
SBV262_plate03|2019.98630136986,SBV262,Bovine,2020,27/12/2019,20ER0092,B,G,0,0,1,1,0,1
